timestamp,frame,fps,left,center,right,x,magnitude,fw_bias,visual_bias,escape_active,dopamine,items,skip_focus,collected,reward_rate,escape_rate,orient_rate
4.133,1,0.0,0.3901,0.8063,0.0,-0.6339,0.8958,0.0,0.0,0,1.0,19,0,0,0.0,0.0,0.0
4.202,2,0.0,0.3952,0.8043,0.0056,-0.6216,0.8969,-0.7,0.0,0,1.0,18,0,0,0.035,0.0,0.014
4.253,3,0.0,0.3741,0.8244,0.0,-0.6222,0.902,-0.7,0.0,0,1.0,19,0,0,0.035,0.0,0.014
4.31,4,0.0,0.4133,0.7928,0.0,-0.6478,0.8974,-0.7,0.0,0,1.0,21,0,0,0.035,0.0,0.014
4.359,5,0.0,0.4207,0.7849,0.0,-0.6531,0.8949,0.0,0.0,0,1.0,22,0,0,0.0,0.0,0.0
4.409,6,0.0,0.4319,0.7577,0.0,-0.665,0.8784,-0.7,0.0,0,1.0,22,0,0,0.035,0.0,0.014
4.471,7,0.0,0.5336,0.6471,0.0,-0.7396,0.8424,-0.4651,0.0,0,1.0,11,0,0,0.0233,0.0,0.0093
4.528,8,0.0,0.4506,0.7274,0.0,-0.6813,0.8634,0.0915,0.0,0,1.0,21,0,0,0.0046,0.0,0.0018
4.589,9,0.0,0.4855,0.6947,0.0,-0.7055,0.8554,0.0915,0.0,0,1.0,24,0,0,0.0046,0.0,0.0018
4.646,10,0.0,0.2944,1.0,0.0,-0.551,1.0,-0.1129,0.0,0,1.0,26,0,0,0.0056,0.0,0.0023
4.711,11,0.0,0.6899,0.7591,0.0052,-0.7501,1.0,0.0,0.0,0,1.0,18,0,0,0.0,0.0,0.0
4.777,12,0.0,0.5752,0.8935,0.0,-0.689,1.0,-0.0737,0.0,0,1.0,25,0,0,0.0037,0.0,0.0015
4.833,13,0.0,0.3911,0.9918,0.0,-0.5975,1.0,0.0915,0.0,0,1.0,30,0,0,0.0046,0.0,0.0018
4.889,14,0.0,0.6809,0.7661,0.0,-0.7553,1.0,-0.7,0.0,0,1.0,25,0,0,0.035,0.0,0.014
4.943,15,0.0,0.5978,0.5128,0.0,-0.8121,0.7655,-0.7,0.0,0,1.0,34,0,0,0.035,0.0,0.014
4.995,16,0.0,0.2876,0.676,0.192,-0.1411,0.7289,-0.0737,0.0,0,1.0,28,0,0,0.0037,0.0,0.0015
5.056,17,0.0,0.2259,1.0,0.1087,-0.1998,0.9665,-0.2303,0.0,0,1.0,32,0,0,0.0115,0.0,0.0046
5.109,18,0.0,0.1604,0.6907,0.3594,0.276,0.7815,0.0,0.0,0,1.0,22,0,0,0.0,0.0,0.0
5.163,19,0.0,0.2476,0.7416,0.1296,-0.2013,0.7616,0.0,0.0,0,1.0,25,0,0,0.0,0.0,0.0
5.232,20,0.0,0.792,0.6263,0.0418,-0.7555,0.9696,-0.2303,0.0,0,1.0,31,0,0,0.0115,0.0,0.0046
5.284,21,0.0,0.5041,0.9584,0.0905,-0.4742,1.0,0.0,0.0,0,1.0,31,0,0,0.0,0.0,0.0
5.338,22,0.0,0.4655,0.9024,0.0851,-0.4687,1.0,-0.0835,0.0,0,1.0,32,0,0,0.0042,0.0,0.0017
5.398,23,0.0,0.4796,0.8605,0.1001,-0.457,0.9914,-0.1129,0.0,0,1.0,29,0,0,0.0056,0.0,0.0023
5.46,24,0.0,0.7702,0.5716,0.11,-0.6521,0.9115,-0.1129,0.0,0,1.0,31,0,0,0.0056,0.0,0.0023
5.525,25,0.0,0.7774,0.73,0.0734,-0.672,1.0,0.0045,0.0,0,1.0,34,0,0,0.0002,0.0,0.0001
5.576,26,0.0,0.9441,0.479,0.089,-0.773,0.931,-0.2471,0.0,0,1.0,34,0,0,0.0124,0.0,0.0049
5.644,27,0.0,1.0,0.3624,0.0,-0.9766,0.8644,-0.2722,0.0,0,1.0,28,0,0,0.0136,0.0,0.0054
5.715,28,0.0,1.0,0.3725,0.1278,-0.7667,0.8729,-0.1876,0.0,0,1.0,40,0,0,0.0094,0.0,0.0038
5.772,29,0.0,0.9485,0.4186,0.1521,-0.7009,0.8827,-0.1876,0.0,0,1.0,41,0,0,0.0094,0.0,0.0038
5.837,30,0.0,0.9605,0.3895,0.1656,-0.9646,0.8651,-0.2722,0.0,0,1.0,40,0,0,0.0136,0.0,0.0054
5.894,31,5.2,0.9799,0.5279,0.0089,-0.8913,0.9922,-0.2141,0.0,0,1.0,39,0,0,0.0107,0.0,0.0043
5.958,32,5.2,0.9653,0.5495,0.0054,-0.8863,1.0,-0.1876,0.0,0,1.0,41,0,0,0.0094,0.0,0.0038
6.009,33,5.2,1.0,0.4892,0.006,-0.9141,0.9709,-0.1876,0.0,0,1.0,38,0,0,0.0094,0.0,0.0038
6.066,34,5.2,0.9523,0.5091,0.0634,-0.8047,0.9609,-0.1876,0.0,0,1.0,42,0,0,0.0094,0.0,0.0038
6.12,35,5.2,0.9465,0.6952,0.0218,-0.8107,1.0,-0.2099,0.0,0,1.0,46,0,0,0.0105,0.0,0.0042
6.177,36,5.2,0.7459,0.5905,0.3403,-0.3376,0.9137,-0.1876,0.0,0,1.0,36,0,0,0.0094,0.0,0.0038
6.229,37,5.2,0.7477,0.5837,0.3467,-0.3326,0.9091,-0.1876,0.0,0,1.0,34,0,0,0.0094,0.0,0.0038
6.283,38,5.2,0.968,0.5825,0.0,-0.8844,1.0,-0.0835,0.0,0,1.0,34,0,0,0.0042,0.0,0.0017
6.334,39,5.2,0.8568,0.5666,0.196,-0.5687,0.9557,-0.1876,0.0,0,1.0,26,0,0,0.0094,0.0,0.0038
6.388,40,5.2,0.9231,0.5053,0.1879,-0.6203,0.9414,-0.1876,0.0,0,1.0,20,0,0,0.0094,0.0,0.0038
6.446,41,5.2,0.5901,0.618,0.0821,0.1742,0.8496,-0.2141,0.0,0,1.0,27,0,0,0.0107,0.0,0.0043
6.502,42,5.2,0.7905,0.705,0.0,-0.804,1.0,0.0915,0.0,0,1.0,22,0,0,0.0046,0.0,0.0018
6.554,43,5.2,0.8055,0.6868,0.0,-0.8134,1.0,-0.2122,0.0,0,1.0,28,0,0,0.0106,0.0,0.0042
6.613,44,5.2,0.8412,0.6494,0.0,-0.834,1.0,-0.2122,0.0,0,1.0,39,0,0,0.0106,0.0,0.0042
6.674,45,5.2,0.8361,0.666,0.0,-0.8276,1.0,-0.2156,0.0,0,1.0,34,0,0,0.0108,0.0,0.0043
