timestamp,frame,fps,left,center,right,x,magnitude,fw_bias,visual_bias,escape_active,dopamine,items,skip_focus,collected,reward_rate,escape_rate,orient_rate
4.695,1,0.0,0.5737,0.7918,0.0,-0.7129,0.9864,0.0,0.0,0,1.0,30,0,0,0.0,0.0,0.0
4.913,2,0.0,0.4268,0.7798,0.0,-0.6571,0.894,0.0915,0.0,0,1.0,26,0,0,0.0046,0.0,0.0018
4.962,3,0.0,0.2549,0.9613,0.0,-0.536,0.9502,0.0915,0.0,0,1.0,30,0,0,0.0046,0.0,0.0018
5.016,4,0.0,0.3189,0.8884,0.0,-0.5819,0.9249,0.0,0.0,0,1.0,31,0,0,0.0,0.0,0.0
5.077,5,0.0,0.486,0.8302,0.0,-0.6702,0.9695,0.0,0.0,0,1.0,33,0,0,0.0,0.0,0.0
5.131,6,0.0,0.4722,0.8815,0.0,-0.653,1.0,-0.1129,0.0,0,1.0,38,0,0,0.0056,0.0,0.0023
5.183,7,0.0,0.4513,0.9037,0.0,-0.6398,1.0,-0.1129,0.0,0,1.0,34,0,0,0.0056,0.0,0.0023
5.243,8,0.0,0.3262,0.8765,0.0,-0.5878,0.919,-0.1129,0.0,0,1.0,38,0,0,0.0056,0.0,0.0023
5.293,9,0.0,0.2988,0.8728,0.0299,-0.4826,0.9005,-0.1129,0.0,0,1.0,37,0,0,0.0056,0.0,0.0023
5.344,10,0.0,0.2562,0.9001,0.0468,-0.3951,0.8995,0.0,0.0,0,1.0,33,0,0,0.0,0.0,0.0
5.397,11,0.0,0.2926,0.8917,0.0322,-0.4683,0.9128,0.0,0.0,0,1.0,35,0,0,0.0,0.0,0.0
5.446,12,0.0,0.2321,0.9172,0.0524,-0.353,0.9004,0.0,0.0,0,1.0,33,0,0,0.0,0.0,0.0
5.497,13,0.0,0.309,0.8148,0.0829,-0.365,0.8575,0.0,0.0,0,1.0,34,0,0,0.0,0.0,0.0
5.559,14,0.0,0.2665,0.8057,0.1632,-0.1568,0.8261,0.0,0.0,0,1.0,32,0,0,0.0,0.0,0.0
5.622,15,0.0,0.1582,1.0,0.0598,-0.2303,0.9286,0.0,0.0,0,1.0,36,0,0,0.0,0.0,0.0
5.684,16,0.0,0.1334,0.9912,0.107,-0.0577,0.9073,0.0,0.0,0,1.0,33,0,0,0.0,0.0,0.0
