timestamp,frame,fps,left,center,right,x,magnitude,fw_bias,visual_bias,escape_active,dopamine,items,skip_focus,collected,reward_rate,escape_rate,orient_rate
6.407,1,0.0,0.002,0.8073,0.2973,1.0,0.8446,0.0,0.0,0,1.0,7,0,0,0.0,0.0,0.0
6.576,2,0.0,0.5615,0.6831,0.0117,-1.0,0.8882,0.0,0.0,0,1.0,17,0,0,0.0,0.0,0.0
6.639,3,0.0,0.2144,0.8578,0.0317,-1.0,0.8406,0.0,0.0,0,1.0,10,0,0,0.0,0.0,0.0
6.691,4,0.0,0.1936,0.8965,0.0292,-1.0,0.8615,0.0,0.0,0,1.0,11,0,0,0.0,0.0,0.0
6.749,5,0.0,0.0914,1.0,0.007,-1.0,0.8912,0.0,0.0,0,1.0,12,0,0,0.0,0.0,0.0
6.8,6,0.0,0.6169,0.7175,0.0129,-1.0,0.9482,0.0,0.0,0,1.0,17,0,0,0.0,0.0,0.0
6.851,7,0.0,0.0352,1.0,0.0446,0.2126,0.865,0.0,0.0,0,1.0,11,0,0,0.0,0.0,0.0
6.913,8,0.0,0.1701,0.8193,0.0758,-0.6904,0.7835,-0.1876,0.0,0,1.0,18,0,0,0.0094,0.0,0.0038
6.967,9,0.0,0.0591,0.9983,0.0353,-0.4555,0.8717,0.0,0.0,0,1.0,37,0,0,0.0,0.0,0.0
7.03,10,0.0,0.023,0.845,0.195,1.0,0.8191,0.0,0.0,0,1.0,50,0,0,0.0,0.0,0.0
7.457,19,0.0,0.6364,0.6583,0.1574,-1.0,0.9093,0.0,0.0,0,1.0,57,0,0,0.0,0.0,0.0
7.529,20,0.0,0.1555,0.8312,0.1483,-0.0431,0.7853,0.0,0.0,0,1.0,41,0,0,0.0,0.0,0.0
7.587,21,0.0,0.4118,0.7413,0.0,-1.0,0.8533,-0.1716,0.0,0,1.0,25,0,0,0.0086,0.0,0.0034
7.642,22,0.0,0.3854,0.7516,0.0,-1.0,0.8472,-0.7,0.0,0,1.0,28,0,0,0.035,0.0,0.014
7.694,23,0.0,0.8506,0.4115,0.0603,-1.0,0.822,-0.4651,0.0,0,1.0,24,0,0,0.0233,0.0,0.0093
7.751,24,0.0,0.8494,0.1592,0.1448,-1.0,0.6094,-0.4651,0.0,0,1.0,24,0,0,0.0233,0.0,0.0093
7.806,25,0.0,0.7268,0.2488,0.1634,-1.0,0.616,-0.2099,0.0,0,1.0,18,0,0,0.0105,0.0,0.0042
7.859,26,0.0,0.4924,0.2663,0.3618,-0.2752,0.4994,-0.2441,0.0,0,1.0,16,0,0,0.0122,0.0,0.0049
7.92,27,0.0,0.7516,0.5428,0.1196,-1.0,0.8769,-0.2441,0.0,0,1.0,15,0,0,0.0122,0.0,0.0049
