timestamp,frame,fps,left,center,right,x,magnitude,fw_bias,visual_bias,escape_active,dopamine,items,skip_focus,collected,reward_rate,escape_rate,orient_rate
4.479,1,0.0,0.244,1.0,0.0175,-0.4625,0.9766,0.0,0.0,0,1.0,59,0,0,0.0,0.0,0.0
4.631,2,0.0,0.244,1.0,0.0175,-0.4625,0.9766,0.0,0.0,0,1.0,59,0,0,0.0,0.0,0.0
4.681,3,0.0,0.244,1.0,0.0175,-0.4625,1.0,0.0,0.0,0,1.6,59,0,1,0.0,0.0,0.0
4.73,4,0.0,0.244,1.0,0.0175,-0.4625,1.0,0.0,0.0,0,1.56,59,0,1,0.0,0.0,0.0
4.78,5,0.0,0.244,1.0,0.0175,-0.4625,1.0,0.0,0.0,0,1.52,59,0,1,0.0,0.0,0.0
4.826,6,0.0,0.244,1.0,0.0175,-0.4625,1.0,0.0,0.0,0,1.48,59,0,1,0.0,0.0,0.0
4.872,7,0.0,0.244,1.0,0.0175,-0.4625,1.0,0.0,0.0,0,1.44,59,0,1,0.0,0.0,0.0
4.914,8,0.0,0.244,1.0,0.0175,-0.4625,1.0,0.0,0.0,0,1.4,59,0,1,0.0,0.0,0.0
4.965,9,0.0,0.244,1.0,0.0175,-0.4625,1.0,0.0,0.0,0,1.36,59,0,1,0.0,0.0,0.0
5.016,10,0.0,0.244,1.0,0.0175,-0.4625,1.0,0.0,0.0,0,1.32,59,0,1,0.0,0.0,0.0
5.066,11,0.0,0.244,1.0,0.0175,-0.4625,1.0,0.0,0.0,0,1.28,59,0,1,0.0,0.0,0.0
5.125,12,0.0,0.244,1.0,0.0175,-0.4625,1.0,0.0,0.0,0,1.24,59,0,1,0.0,0.0,0.0
5.185,13,0.0,0.244,1.0,0.0175,-0.4625,1.0,0.0,0.0,0,1.2,59,0,1,0.0,0.0,0.0
5.23,14,0.0,0.244,1.0,0.0175,-0.4625,1.0,0.0,0.0,0,1.16,59,0,1,0.0,0.0,0.0
5.273,15,0.0,0.244,1.0,0.0175,-0.4625,1.0,0.0,0.0,0,1.12,59,0,1,0.0,0.0,0.0
5.317,16,0.0,0.244,1.0,0.0175,-0.4625,1.0,0.0,0.0,0,1.08,59,0,1,0.0,0.0,0.0
5.375,17,0.0,0.244,1.0,0.0175,-0.4625,1.0,0.0,0.0,0,1.04,59,0,1,0.0,0.0,0.0
5.424,18,0.0,0.244,1.0,0.0175,-0.4625,0.9766,0.0,0.0,0,1.0,59,0,1,0.0,0.0,0.0
5.482,19,0.0,0.244,1.0,0.0175,-0.4625,0.9766,0.0,0.0,0,1.0,59,0,1,0.0,0.0,0.0
5.534,20,0.0,0.244,1.0,0.0175,-0.4625,0.9766,0.0,0.0,0,1.0,59,0,1,0.0,0.0,0.0
5.581,21,0.0,0.244,1.0,0.0175,-0.4625,0.9766,0.0,0.0,0,1.0,59,0,1,0.0,0.0,0.0
5.631,22,0.0,0.244,1.0,0.0175,-0.4625,0.9766,0.0,0.0,0,1.0,59,0,1,0.0,0.0,0.0
5.696,23,0.0,0.244,1.0,0.0175,-0.4625,0.9766,0.0,0.0,0,1.0,59,0,1,0.0,0.0,0.0
5.757,24,0.0,0.1309,1.0,0.0175,-0.358,0.9133,0.0,0.0,0,1.0,60,0,1,0.0,0.0,0.0
5.819,25,0.0,0.1294,1.0,0.0175,-0.3561,0.9125,0.0,0.0,0,1.0,60,0,1,0.0,0.0,0.0
5.876,26,0.0,0.0,0.9777,0.2234,0.5162,0.9463,0.0,0.0,0,1.0,17,0,1,0.0,0.0,0.0
