timestamp,frame,event,value
9.904,90,PULANDO,#1
11.03,110,COLETADO,#1
16.138,199,PULANDO,#1
17.586,223,COLETADO,#2
23.158,325,PULANDO,#1
28.744,415,PULANDO,#2
28.801,416,ESCAPE,estagnação=180 frames
33.58,505,PULANDO,#3
38.532,595,PULANDO,#4
39.254,608,ESCAPE,estagnação=180 frames
43.462,685,PULANDO,#5
46.37,737,COLETADO,#3
47.895,765,COLETADO,#4
52.826,854,PULANDO,#1
57.904,944,PULANDO,#2
57.972,945,ESCAPE,estagnação=180 frames
