timestamp,frame,fps,left,center,right,x,magnitude,fw_bias,visual_bias,escape_active,dopamine,items,skip_focus,collected,reward_rate,escape_rate,orient_rate
4.801,1,0.0,0.4296,0.7764,0.0,-0.6592,0.8928,0.0,0.0,0,1.0,30,0,0,0.0,0.0,0.0
5.008,2,0.0,0.1955,1.0,0.0039,-0.4802,0.9495,-0.7,0.0,0,1.0,36,0,0,0.035,0.0,0.014
5.075,3,0.0,0.2246,1.0,0.003,-0.5022,0.9658,0.0,0.0,0,1.0,32,0,0,0.0,0.0,0.0
5.141,4,0.0,0.2286,0.7718,0.3876,0.1891,0.8654,0.0,0.0,0,1.0,36,0,0,0.0,0.0,0.0
5.203,5,0.0,0.4907,0.7007,0.0,-0.706,0.8634,-0.7,0.0,0,1.0,29,0,0,0.035,0.0,0.014
5.25,6,0.0,0.321,0.925,0.0,-0.5764,0.9568,-0.7,0.0,0,1.0,31,0,0,0.035,0.0,0.014
5.3,7,0.0,0.3113,0.9336,0.0,-0.57,0.9586,0.0,0.0,0,1.0,29,0,0,0.0,0.0,0.0
5.359,8,0.0,0.4938,0.689,0.0,-0.7107,0.8553,0.0,0.0,0,1.0,25,0,0,0.0,0.0,0.0
5.418,9,0.0,0.2909,1.0,0.114,-0.2631,1.0,0.0,0.0,0,1.0,27,0,0,0.0,0.0,0.0
5.478,10,0.0,0.3282,1.0,0.0,-0.5676,1.0,0.0,0.0,0,1.0,30,0,0,0.0,0.0,0.0
5.544,11,0.0,0.3018,0.8813,0.0433,-0.4466,0.9093,0.0,0.0,0,1.0,28,0,0,0.0,0.0,0.0
5.611,12,0.0,0.3398,0.8999,0.0,-0.5902,0.9462,0.0,0.0,0,1.0,30,0,0,0.0,0.0,0.0
5.672,13,0.0,0.3981,0.8178,0.0,-0.635,0.9099,0.0,0.0,0,1.0,27,0,0,0.0,0.0,0.0
5.725,14,0.0,0.2357,1.0,0.0038,-0.5057,0.972,0.0,0.0,0,1.0,29,0,0,0.0,0.0,0.0
5.786,15,0.0,0.1922,1.0,0.0,-0.4954,0.9476,0.0,0.0,0,1.0,30,0,0,0.0,0.0,0.0
5.843,16,0.0,0.5174,0.9403,0.0,-0.6581,1.0,0.0,0.0,0,1.0,28,0,0,0.0,0.0,0.0
5.894,17,0.0,0.3583,0.878,0.0,-0.6034,0.9381,0.0915,0.0,0,1.0,32,0,0,0.0046,0.0,0.0018
5.961,18,0.0,0.7367,0.5025,0.0,-0.8594,0.8347,0.0915,0.0,0,1.0,28,0,0,0.0046,0.0,0.0018
6.021,19,0.0,0.3996,0.8829,0.0,-0.6217,0.9654,-0.7,0.0,0,1.0,26,0,0,0.035,0.0,0.014
6.075,20,0.0,0.541,0.9494,0.0042,-0.6561,1.0,-0.7,0.0,0,1.0,30,0,0,0.035,0.0,0.014
6.124,21,0.0,0.4858,0.9924,0.0156,-0.6021,1.0,-0.7,0.0,0,1.0,25,0,0,0.035,0.0,0.014
6.176,22,0.0,0.5258,0.9781,0.0,-0.6537,1.0,0.0915,0.0,0,1.0,29,0,0,0.0046,0.0,0.0018
6.226,23,0.0,0.4784,1.0,0.0,-0.6318,1.0,0.0915,0.0,0,1.0,27,0,0,0.0046,0.0,0.0018
6.278,24,0.0,0.308,0.9692,0.0,-0.5626,0.9866,0.0915,0.0,0,1.0,35,0,0,0.0046,0.0,0.0018
6.34,25,0.0,0.4025,0.8034,0.0,-0.6404,0.9002,-0.1129,0.0,0,1.0,29,0,0,0.0056,0.0,0.0023
6.394,26,0.0,0.4295,0.7761,0.0,-0.6592,0.8925,-0.7,0.0,0,1.0,26,0,0,0.035,0.0,0.014
6.458,27,0.0,0.4267,0.7793,0.0,-0.6572,0.8936,-0.7,0.0,0,1.0,24,0,0,0.035,0.0,0.014
6.518,28,0.0,0.1633,0.9472,0.3162,0.2049,0.9727,-0.7,0.0,0,1.0,21,0,0,0.035,0.0,0.014
6.578,29,0.0,0.0947,0.956,0.3652,0.3723,1.0,-0.7,0.0,0,1.0,24,0,0,0.035,0.0,0.014
6.634,30,0.0,0.4194,0.7868,0.0,-0.6521,0.8958,-0.7,0.0,0,1.0,22,0,0,0.035,0.0,0.014
6.688,31,4.7,0.2465,1.0,0.0094,-0.492,0.978,-0.7,0.0,0,1.0,26,0,0,0.035,0.0,0.014
6.749,32,4.7,0.1702,1.0,0.2134,0.0668,0.9595,-0.7,0.0,0,1.0,27,0,0,0.035,0.0,0.014
6.807,33,4.7,0.304,1.0,0.2205,-0.1033,1.0,0.0,0.0,0,1.0,25,0,0,0.0,0.0,0.0
6.859,34,4.7,0.7875,0.7536,0.125,-0.5954,1.0,0.0,0.0,0,1.0,24,0,0,0.0,0.0,0.0
6.934,35,4.7,0.4199,0.632,0.436,0.0158,0.775,-0.2596,0.0,0,1.0,23,0,0,0.013,0.0,0.0052
6.99,36,4.7,0.9667,0.5712,0.0,-0.888,1.0,-0.2596,0.0,0,1.0,22,0,0,0.013,0.0,0.0052
7.041,37,4.7,0.8113,0.5667,0.2515,-0.4782,0.9303,0.0045,0.0,0,1.0,26,0,0,0.0002,0.0,0.0001
7.093,38,4.7,0.8464,0.524,0.2556,-0.4982,0.9141,0.0045,0.0,0,1.0,29,0,0,0.0002,0.0,0.0001
7.148,39,4.7,0.8228,0.5172,0.2885,-0.4487,0.8952,-0.2068,0.0,0,1.0,25,0,0,0.0103,0.0,0.0041
7.214,40,4.7,0.8238,0.5239,0.2838,-0.4535,0.9014,-0.1598,0.0,0,1.0,30,0,0,0.008,0.0,0.0032
7.283,41,4.7,0.8236,0.5026,0.3033,-0.4344,0.8834,-0.1833,0.0,0,1.0,33,0,0,0.0092,0.0,0.0037
7.34,42,4.7,0.8472,0.453,0.325,-0.4303,0.855,-0.1833,0.0,0,1.0,32,0,0,0.0092,0.0,0.0037
7.393,43,4.7,0.8447,0.4329,0.3475,-0.4072,0.8366,-0.2234,0.0,0,1.0,29,0,0,0.0112,0.0,0.0045
7.456,44,4.7,1.0,0.5376,0.0947,-0.7637,1.0,-0.2179,0.0,0,1.0,29,0,0,0.0109,0.0,0.0044
7.517,45,4.7,0.9407,0.4624,0.1536,-0.6836,0.9152,-0.2179,0.0,0,1.0,29,0,0,0.0109,0.0,0.0044
7.57,46,4.7,1.0,0.4956,0.0,-0.9217,0.9763,-0.2722,0.0,0,1.0,22,0,0,0.0136,0.0,0.0054
7.633,47,4.7,1.0,0.5453,0.0,-0.9036,1.0,-0.1876,0.0,0,1.0,30,0,0,0.0094,0.0,0.0038
7.686,48,4.7,1.0,0.4794,0.0,-0.9278,0.9627,-0.1876,0.0,0,1.0,24,0,0,0.0094,0.0,0.0038
7.744,49,4.7,1.0,0.5116,0.0038,-0.9095,0.9898,-0.1876,0.0,0,1.0,28,0,0,0.0094,0.0,0.0038
7.793,50,4.7,0.819,0.7026,0.0,-0.8121,1.0,-0.1876,0.0,0,1.0,33,0,0,0.0094,0.0,0.0038
7.844,51,4.7,1.0,0.5001,0.0,-0.9199,0.9801,-0.1876,0.0,0,1.0,37,0,0,0.0094,0.0,0.0038
7.896,52,4.7,0.8993,0.6525,0.0,-0.8468,1.0,-0.1876,0.0,0,1.0,29,0,0,0.0094,0.0,0.0038
7.95,53,4.7,0.9828,0.5434,0.0006,-0.8999,1.0,-0.1876,0.0,0,1.0,30,0,0,0.0094,0.0,0.0038
7.999,54,4.7,0.9662,0.567,0.0,-0.8894,1.0,-0.1876,0.0,0,1.0,30,0,0,0.0094,0.0,0.0038
8.053,55,4.7,0.962,0.5602,0.0065,-0.8802,1.0,-0.1876,0.0,0,1.0,26,0,0,0.0094,0.0,0.0038
8.111,56,4.7,0.9845,0.5369,0.0077,-0.891,1.0,-0.1876,0.0,0,1.0,23,0,0,0.0094,0.0,0.0038
8.166,57,4.7,1.0,0.4961,0.0,-0.9215,0.9767,-0.1876,0.0,0,1.0,28,0,0,0.0094,0.0,0.0038
8.219,58,4.7,1.0,0.504,0.0,-0.9185,0.9834,-0.1876,0.0,0,1.0,26,0,0,0.0094,0.0,0.0038
8.28,59,4.7,1.0,0.52,0.003,-0.9077,0.9968,-0.1876,0.0,0,1.0,28,0,0,0.0094,0.0,0.0038
8.333,60,4.7,0.9807,0.5342,0.0054,-0.895,0.9979,-0.1876,0.0,0,1.0,24,0,0,0.0094,0.0,0.0038
8.387,61,17.7,0.9843,0.5316,0.0115,-0.8867,0.9977,-0.1876,0.0,0,1.0,27,0,0,0.0094,0.0,0.0038
8.451,62,17.7,1.0,0.5198,0.0041,-0.9059,0.9967,-0.1876,0.0,0,1.0,22,0,0,0.0094,0.0,0.0038
8.515,63,17.7,0.8472,0.5369,0.2309,-0.5263,0.9254,-0.1876,0.0,0,1.0,25,0,0,0.0094,0.0,0.0038
8.57,64,17.7,0.8473,0.5306,0.2446,-0.5107,0.9201,-0.2303,0.0,0,1.0,27,0,0,0.0115,0.0,0.0046
8.631,65,17.7,0.8473,0.5202,0.2621,-0.4915,0.9115,-0.2303,0.0,0,1.0,22,0,0,0.0115,0.0,0.0046
8.682,66,17.7,0.8425,0.5179,0.269,-0.407,0.9068,-0.1859,0.0,0,1.0,21,0,0,0.0093,0.0,0.0037
8.733,67,17.7,1.0,0.5166,0.0,-0.9139,0.9939,-0.1859,0.0,0,1.0,22,0,0,0.0093,0.0,0.0037
8.782,68,17.7,0.9037,0.4207,0.3011,-0.4915,0.8595,-0.2441,0.0,0,1.0,20,0,0,0.0122,0.0,0.0049
8.84,69,17.7,1.0,0.5054,0.0,-0.918,0.9846,-0.2441,0.0,0,1.0,20,0,0,0.0122,0.0,0.0049
8.896,70,17.7,0.8557,0.4215,0.3528,-0.409,0.8332,-0.2571,0.0,0,1.0,22,0,0,0.0129,0.0,0.0051
8.95,71,17.7,0.7742,0.8294,0.1064,-0.6011,1.0,-0.2179,0.0,0,1.0,19,0,0,0.0109,0.0,0.0044
