timestamp,frame,event,value
18.902,77,COLETADO,#1
20.876,108,COLETADO,#2
32.779,277,PULANDO,#1
33.594,288,ESCAPE,estagnação=180 frames
34.578,303,COLETADO,#3
40.252,383,COLETADO,#4
52.906,563,ESCAPE,estagnação=180 frames
55.044,595,PULANDO,#1
60.873,685,PULANDO,#2
61.665,698,COLETADO,#5
