timestamp,frame,fps,left,center,right,x,magnitude,fw_bias,visual_bias,escape_active,dopamine,items,skip_focus,collected,reward_rate,escape_rate,orient_rate
5.682,1,0.0,0.1489,0.6913,0.5261,0.433,0.8753,0.0,0.0,0,1.0,11,0,0,0.0,0.0,0.0
5.87,2,0.0,0.0308,0.6296,0.6934,0.7404,0.9172,0.0045,0.0,0,1.0,15,0,0,0.0002,0.0,0.0001
5.928,3,0.0,0.0218,0.5462,0.765,0.8084,0.8872,0.0045,0.0,0,1.0,13,0,0,0.0002,0.0,0.0001
5.979,4,0.0,0.0343,0.7379,0.5333,0.6376,0.9185,-0.1967,0.0,0,1.0,12,0,0,0.0098,0.0,0.0039
6.039,5,0.0,0.1376,0.6073,0.2744,0.2322,0.6638,0.0045,0.0,0,1.0,12,0,0,0.0002,0.0,0.0001
6.1,6,0.0,0.0764,0.9303,0.1439,0.1596,0.862,0.0045,0.0,0,1.0,10,0,0,0.0002,0.0,0.0001
6.153,7,0.0,0.3576,0.708,0.0401,-0.5285,0.7949,0.0,0.0,0,1.0,12,0,0,0.0,0.0,0.0
6.215,8,0.0,0.0491,0.9419,0.1263,0.2165,0.8619,-0.7,0.0,0,1.0,10,0,0,0.035,0.0,0.014
6.273,9,0.0,0.0693,0.9265,0.1272,0.1495,0.8495,0.0,0.0,0,1.0,9,0,0,0.0,0.0,0.0
6.328,10,0.0,0.3207,0.7435,0.1111,-0.3245,0.8042,0.0,0.0,0,1.0,10,0,0,0.0,0.0,0.0
6.38,11,0.0,0.0403,0.7479,0.2241,0.4029,0.7538,0.0,0.0,0,1.0,7,0,0,0.0,0.0,0.0
6.442,12,0.0,0.0373,0.7428,0.2281,0.4177,0.7517,0.0,0.0,0,1.0,6,0,0,0.0,0.0,0.0
6.507,13,0.0,0.0425,0.993,0.0494,0.0324,0.8618,0.0,0.0,0,1.0,9,0,0,0.0,0.0,0.0
6.563,14,0.0,0.0604,0.7023,0.3329,0.4583,0.7763,0.0,0.0,0,1.0,8,0,0,0.0,0.0,0.0
6.621,15,0.0,0.0152,0.9866,0.0508,0.2226,0.8572,0.0,0.0,0,1.0,5,0,0,0.0,0.0,0.0
6.681,16,0.0,0.4865,0.5285,0.0021,-0.757,0.7164,0.0,0.0,0,1.0,6,0,0,0.0,0.0,0.0
6.739,17,0.0,0.3413,0.672,0.0007,-0.6406,0.7556,-0.1129,0.0,0,1.0,8,0,0,0.0056,0.0,0.0023
6.8,18,0.0,0.1644,0.7046,0.2081,0.0763,0.7084,0.0,0.0,0,1.0,7,0,0,0.0,0.0,0.0
6.857,19,0.0,0.2024,0.9036,0.0655,-0.282,0.8724,0.0,0.0,0,1.0,9,0,0,0.0,0.0,0.0
6.921,20,0.0,0.402,0.6364,0.004,-0.6736,0.7597,0.0,0.0,0,1.0,6,0,0,0.0,0.0,0.0
