timestamp,frame,fps,left,center,right,x,magnitude,fw_bias,visual_bias,escape_active,dopamine,items,skip_focus,collected,reward_rate,escape_rate,orient_rate
4.583,1,0.0,0.4712,0.6957,0.2767,-0.2068,0.8483,0.0,0.0,0,1.0,19,0,0,0.0,0.0,0.0
4.662,2,0.0,0.5409,0.728,0.045,-0.6218,0.9144,-0.2491,0.0,0,1.0,17,0,0,0.0125,0.0,0.005
4.723,3,0.0,0.5547,0.7295,0.0421,-0.6338,0.9234,0.0915,0.0,0,1.0,15,0,0,0.0046,0.0,0.0018
4.782,4,0.0,0.484,0.6811,0.2776,-0.2178,0.8432,0.0915,0.0,0,1.0,22,0,0,0.0046,0.0,0.0018
4.84,5,0.0,0.521,0.7787,0.0003,-0.6961,0.9459,0.0915,0.0,0,1.0,22,0,0,0.0046,0.0,0.0018
4.904,6,0.0,0.5054,0.7697,0.0008,-0.6911,0.9295,-0.2099,0.0,0,1.0,24,0,0,0.0105,0.0,0.0042
4.966,7,0.0,0.4175,0.8395,0.0192,-0.5905,0.939,0.0045,0.0,0,1.0,26,0,0,0.0002,0.0,0.0001
5.025,8,0.0,0.423,0.6922,0.33,-0.0985,0.8183,-0.7,0.0,0,1.0,27,0,0,0.035,0.0,0.014
5.08,9,0.0,0.4672,0.669,0.3055,-0.1696,0.8236,-0.7,0.0,0,1.0,23,0,0,0.035,0.0,0.014
5.137,10,0.0,0.4391,0.6208,0.3362,-0.1097,0.7674,-0.1833,0.0,0,1.0,24,0,0,0.0092,0.0,0.0037
5.199,11,0.0,0.5386,0.8058,0.0383,-0.6161,0.9785,-0.1612,0.0,0,1.0,27,0,0,0.0081,0.0,0.0032
5.257,12,0.0,0.4033,0.7951,0.1138,-0.3868,0.8937,0.0915,0.0,0,1.0,37,0,0,0.0046,0.0,0.0018
5.317,13,0.0,0.4022,0.7743,0.1642,-0.3004,0.8756,0.0915,0.0,0,1.0,36,0,0,0.0046,0.0,0.0018
5.369,14,0.0,0.4318,0.7478,0.1797,-0.3042,0.8699,-0.7,0.0,0,1.0,28,0,0,0.035,0.0,0.014
5.421,15,0.0,0.4504,0.7692,0.3512,-0.0976,0.8984,-0.1363,0.0,0,1.0,29,0,0,0.0068,0.0,0.0027
5.48,16,0.0,0.4203,0.8294,0.1256,-0.3743,0.9321,-0.2516,0.0,0,1.0,26,0,0,0.0126,0.0,0.005
5.54,17,0.0,0.4934,0.7615,0.1874,-0.34,0.9159,-0.7,0.0,0,1.0,26,0,0,0.035,0.0,0.014
5.595,18,0.0,0.5591,0.7999,0.0898,-0.5324,0.9851,-0.7,0.0,0,1.0,29,0,0,0.035,0.0,0.014
5.658,19,0.0,0.8157,0.5129,0.0698,-0.7513,0.8876,-0.0961,0.0,0,1.0,28,0,0,0.0048,0.0,0.0019
5.716,20,0.0,0.6555,0.6839,0.116,-0.5631,0.9416,-0.1911,0.0,0,1.0,23,0,0,0.0096,0.0,0.0038
5.774,21,0.0,0.0653,0.4826,0.6501,0.7043,0.7695,-0.2303,0.0,0,1.0,20,0,0,0.0115,0.0,0.0046
5.828,22,0.0,0.0093,0.7774,0.3609,0.5993,0.8552,-0.2303,0.0,0,1.0,18,0,0,0.0115,0.0,0.0046
5.89,23,0.0,0.0088,0.6928,0.4434,0.6648,0.8303,0.0045,0.0,0,1.0,18,0,0,0.0002,0.0,0.0001
5.957,24,0.0,0.644,0.4324,0.1982,-0.4845,0.7239,-0.2303,0.0,0,1.0,23,0,0,0.0115,0.0,0.0046
6.011,25,0.0,0.5026,0.6631,0.1212,-0.469,0.8384,-0.1833,0.0,0,1.0,19,0,0,0.0092,0.0,0.0037
6.069,26,0.0,0.6619,0.628,0.1802,-0.4812,0.8981,-0.0835,0.0,0,1.0,20,0,0,0.0042,0.0,0.0017
6.119,27,0.0,0.7305,0.6415,0.0482,-0.719,0.9479,-0.0835,0.0,0,1.0,24,0,0,0.0042,0.0,0.0017
6.167,28,0.0,0.788,0.5024,0.192,-0.5566,0.8633,-0.2099,0.0,0,1.0,15,0,0,0.0105,0.0,0.0042
6.219,29,0.0,0.8792,0.5542,0.0433,-0.8016,0.9579,-0.2099,0.0,0,1.0,21,0,0,0.0105,0.0,0.0042
6.271,30,0.0,0.24,0.4783,0.4961,0.3024,0.6796,-0.152,0.0,0,1.0,13,0,0,0.0076,0.0,0.003
6.33,31,5.2,0.4429,0.6317,0.0889,-0.4953,1.0,-0.0961,0.0,0,1.6,23,0,1,0.0048,0.0,0.0019
6.386,32,5.2,0.4226,0.5113,0.2095,-0.2779,1.0,-0.1967,0.0,0,1.56,21,0,1,0.0098,0.0,0.0039
6.434,33,5.2,0.4228,0.5004,0.2223,-0.2589,0.9987,-0.1967,0.0,0,1.52,21,0,1,0.0098,0.0,0.0039
6.486,34,5.2,0.4268,0.5091,0.2192,-0.2667,0.9866,-0.7,0.0,0,1.48,20,0,1,0.035,0.0,0.014
6.546,35,5.2,0.0066,0.7331,0.4409,0.6585,1.0,0.0,0.0,0,1.44,11,0,1,0.0,0.0,0.0
6.606,36,5.2,0.6457,0.612,0.246,-0.3846,1.0,-0.2303,0.0,0,1.4,9,0,1,0.0115,0.0,0.0046
6.663,37,5.2,0.7122,0.5581,0.2512,-0.4268,1.0,-0.2122,0.0,0,1.36,9,0,1,0.0106,0.0,0.0042
6.724,38,5.2,0.6805,0.5397,0.2999,-0.3501,1.0,-0.2122,0.0,0,1.32,11,0,1,0.0106,0.0,0.0042
6.786,39,5.2,0.0744,0.5339,0.6098,0.6509,1.0,-0.1645,0.0,0,1.28,11,0,1,0.0082,0.0,0.0033
6.846,40,5.2,0.0731,0.4595,0.6944,0.7168,0.9608,0.0915,0.0,0,1.24,10,0,1,0.0046,0.0,0.0018
6.908,41,5.2,0.1318,0.4571,0.6271,0.5771,0.8821,0.0045,0.0,0,1.2,10,0,1,0.0002,0.0,0.0001
